Filename	Rank	TaxonName	Origin	Provider	SizePix	ImageDate	OrgFilename	Comment
"Atropa bella-donna_2 (845).JPG"	"2"	"Atropa bella-donna"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"4187056"	""	"Atropa bella-donna 20061515 YV 20090803 c vruchten.JPG"	"Number:c"
"Briza media_1 (2235).jpg"	"1"	"Briza media"	""	"Hill, E (Elaine)"	"998784"	"2014-05-24"	"Briza media 992459 EHill 20142405 01.jpg"	""
"Briza media_2 (2236).jpg"	"2"	"Briza media"	""	"Hill, E (Elaine)"	"998784"	"2014-05-24"	"Briza media 992459 EHill 20142405 02.jpg"	""
"Briza media_3 (2237).jpg"	"3"	"Briza media"	""	"Hill, E (Elaine)"	"998784"	"2014-05-24"	"Briza media 992459 EHill 20142405 03.jpg"	""
"Buxus sempervirens_1 (2050).jpg"	"1"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 01.jpg"	""
"Buxus sempervirens_2 (2052).jpg"	"2"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 03.jpg"	""
"Buxus sempervirens_3 (2051).jpg"	"3"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 02.jpg"	""
"Buxus sempervirens_4 (2054).jpg"	"4"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 05.jpg"	""
"Buxus sempervirens_5 (2055).jpg"	"5"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 06.jpg"	""
"Buxus sempervirens_6 (2053).jpg"	"6"	"Buxus sempervirens"	""	"Hill, E (Elaine)"	"998784"	"2014-03-16"	"Buxus sempervirens B5192 EHill 20141603 04.jpg"	""
"Calendula officinalis_2 (1449).JPG"	"2"	"Calendula officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Calendulaofficinalis_B5548_NRoques_14072008B.JPG"	""
"Calendula officinalis_2 (1450).JPG"	"2"	"Calendula officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Calendulaofficinalis_B5548_NRoques_14072008A.JPG"	""
"Centaurea cyanus_2 (1141).JPG"	"2"	"Centaurea cyanus"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"5038848"	""	"Centaurea cyanus B5270 YV 20090703a.JPG"	""
"Centaurea cyanus_2 (1142).JPG"	"2"	"Centaurea cyanus"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"5038848"	""	"Centaurea cyanus B5270 YV 20090803 b.JPG"	""
"Chelidonium majus_2 (786).JPG"	"2"	"Chelidonium majus"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Chelidoniummajus_20031025_NRoques_14072008.JPG"	""
"Chelidonium majus_2 (787).JPG"	"2"	"Chelidonium majus"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Chelidiummajus_20031025_NRoques_23072008.JPG"	""
"Chenopodium bonus-henricus_1 (888).JPG"	"1"	"Chenopodium bonus-henricus"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"2088000"	""	"Chenopodium bonus-henricus B1221 YV 20090703.JPG"	""
"Chenopodium bonus-henricus_2 (780).JPG"	"2"	"Chenopodium bonus-henricus"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"5038848"	""	"Chenopodium  bonus-henricus 20031216 YV 20090703 met zaden.JPG"	""
"Chenopodium bonus-henricus_2 (2252).jpg"	"2"	"Chenopodium bonus-henricus"	""	"Hill, E (Elaine)"	"999364"	"2014-05-18"	"Chenopodium bonus-henricus B1221 EHill 20141805 04.jpg"	""
"Chenopodium bonus-henricus_3 (2251).jpg"	"3"	"Chenopodium bonus-henricus"	""	"Hill, E (Elaine)"	"999364"	"2014-05-18"	"Chenopodium bonus-henricus B1221 EHill 20141805 03.jpg"	""
"Chenopodium bonus-henricus_4 (2250).jpg"	"4"	"Chenopodium bonus-henricus"	""	"Hill, E (Elaine)"	"999364"	"2014-05-18"	"Chenopodium bonus-henricus B1221 EHill 20141805 02.jpg"	""
"Chenopodium bonus-henricus_5 (2249).jpg"	"5"	"Chenopodium bonus-henricus"	""	"Hill, E (Elaine)"	"999364"	"2014-05-18"	"Chenopodium bonus-henricus B1221 EHill 20141805 01.jpg"	""
"Chenopodium bonus-henricus_6 (2253).jpg"	"6"	"Chenopodium bonus-henricus"	""	"Hill, E (Elaine)"	"999364"	"2014-05-18"	"Chenopodium bonus-henricus B1221 EHill 20141805 05.jpg"	""
"Cichorium intybus_2 (692).JPG"	"2"	"Cichorium intybus"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Cichoriumintybus_20051833_NRoques_14072008A.JPG"	""
"Cichorium intybus_2 (693).JPG"	"2"	"Cichorium intybus"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Cichoriumintybus_20051833_NRoques_14072008B.JPG"	""
"Clinopodium calamintha_2 (983).JPG"	"2"	"Clinopodium calamintha"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Clinopodiumcanamintha_B5179_NRoques_23072008B.JPG"	""
"Clinopodium calamintha_2 (984).JPG"	"2"	"Clinopodium calamintha"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Clinopodiumcanamintha_B5179_NRoques_23072008A.JPG"	""
"Convolvulus tricolor_1 (2268).jpg"	"1"	"Convolvulus tricolor"	""	"Hill, E (Elaine)"	"998847"	"2014-07-13"	"Convolvulus tricolor 20021042 EHill 20141307 01.jpg"	""
"Convolvulus tricolor_2 (2269).jpg"	"2"	"Convolvulus tricolor"	""	"Hill, E (Elaine)"	"998784"	"2014-07-13"	"Convolvulus tricolor 20021042 EHill 20141307 02.jpg"	""
"Convolvulus tricolor_3 (2270).jpg"	"3"	"Convolvulus tricolor"	""	"Hill, E (Elaine)"	"998784"	"2014-07-13"	"Convolvulus tricolor 20021042 EHill 20141307 03.jpg"	""
"Convolvulus tricolor_4 (2272).jpg"	"4"	"Convolvulus tricolor"	""	"Hill, E (Elaine)"	"998784"	"2014-06-27"	"Convolvulus tricolor 20021042 EHill 20142706 02.jpg"	""
"Convolvulus tricolor_5 (2271).jpg"	"5"	"Convolvulus tricolor"	""	"Hill, E (Elaine)"	"998784"	"2014-06-27"	"Convolvulus tricolor 20021042 EHill 20142706 01.jpg"	""
"Cymbalaria muralis_2 (876).JPG"	"2"	"Cymbalaria muralis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-15"	"Cymbalariamuralis_20061444_NRoques_14072008B.JPG"	""
"Cymbalaria muralis_2 (877).JPG"	"2"	"Cymbalaria muralis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Cymbalariamuralis_20061444_NRoques_14072008A.JPG"	""
"Digitalis purpurea_2 (536).JPG"	"2"	"Digitalis purpurea"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Digitalispurpurea_20021284_NRoques_14072008B.JPG"	""
"Digitalis purpurea_2 (537).JPG"	"2"	"Digitalis purpurea"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Digitalispurpurea_20021284_NRoques_14072008A.JPG"	""
"Erysimum cheiri_2 (1891).jpg"	"2"	"Erysimum cheiri"	""	"Havinga, R.M. (Reinout)"	"3000000"	"2014-02-14"	"Erysimum cheri 20101024 RMH 2014-02-14.JPG"	""
"Eupatorium cannabinum_2 (479).JPG"	"2"	"Eupatorium cannabinum"	""	"Roques, N. (Nicolas)"	"5038848"	""	"Eupatorium cannabinum_920088_NRoques_14072008_001.JPG"	""
"Eupatorium cannabinum_2 (480).JPG"	"2"	"Eupatorium cannabinum"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Eupatoriumcannabinum_920088_NRoques_14072008.JPG"	""
"Ficus carica_1 (1980).jpg"	"1"	"Ficus carica"	""	""	"999364"	"2008-10-15"	"P1010400.JPG"	""
"Ficus carica_2 (2023).jpg"	"2"	"Ficus carica"	""	""	"998784"	"2013-02-07"	"vijgeknop_bva_20130207.jpg"	""
"Foeniculum vulgare_2 (977).JPG"	"2"	"Foeniculum vulgare"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-15"	"Foeniculumvulgare_20011592_NRoques_14072008A.JPG"	""
"Fragaria vesca_2 (503).JPG"	"2"	"Fragaria vesca"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Fragariavesca_B5082_NRoques_14072008B.JPG"	""
"Fragaria vesca_2 (504).JPG"	"2"	"Fragaria vesca"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Fragariavesca_B5082_NRoques_14072008A.JPG"	""
"Fragaria vesca_2 (1457).JPG"	"2"	"Fragaria vesca"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"5038848"	""	"Fragaria vesca 20070125 YV 20090803 a.JPG"	"Number:a"
"Fragaria vesca_2 (1458).JPG"	"2"	"Fragaria vesca"	"Hortus Botanicus Amsterdam"	"Verbeek, Y.E. (Yolente)"	"4359790"	""	"Fragaria vesca 20070125 YV 20090803 b.JPG"	"Number:b"
"Fritillaria meleagris_2 (2161).jpg"	"2"	"Fritillaria meleagris"	""	"Verbrugge, P. (Petra)"	"307200"	"2010-04-19"	"Fritillaria meleagris_B2546_Petra verbrugge_20100425.jpg"	""
"Galega officinalis_2 (978).JPG"	"2"	"Galega officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Galegaofficinalis_B4340_NRoques_23072008.JPG"	""
"Galega officinalis_2 (979).JPG"	"2"	"Galega officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Galegaofficinalis_B4340_NRoques_14072008A.JPG"	""
"Galium odoratum_1 (2335).jpg"	"1"	"Galium odoratum"	""	"Hill, E (Elaine)"	"998784"	"2014-04-18"	"Galium odoratum 19910219 EHill 20141804 01.jpg"	""
"Galium odoratum_2 (2336).jpg"	"2"	"Galium odoratum"	""	"Hill, E (Elaine)"	"998784"	"2014-04-18"	"Galium odoratum 19910219 EHill 20141804 02.jpg"	""
"Geranium versicolor_2 (2117).jpg"	"2"	"Geranium versicolor"	"Hortus Botanicus Amsterdam"	"van Amelsfort, B. (Barbara)"	"998784"	"2014-05-16"	"Geranium versicilor_bva-20140516.JPG"	""
"Geum urbanum_1 (2078).jpg"	"1"	"Geum urbanum"	""	""	"553984"	"2014-06-10"	"Geum_urbanum_bgiu.jpg"	""
"Geum urbanum_1 (2079).jpg"	"1"	"Geum urbanum"	""	""	"480000"	"2005-06-18"	"Geum_urbanum_frucht.jpeg"	""
"Glycyrrhiza glabra_2 (1128).JPG"	"2"	"Glycyrrhiza glabra"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-15"	"Glycyrrhizaglabra_B1144_NRoques_15072008.JPG"	""
"Helianthemum nummularium_2 (848).JPG"	"2"	"Helianthemum nummularium"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Helianthemumnummularium_20041575_NRoques_14072008A.JPG"	""
"Helianthemum nummularium_2 (849).JPG"	"2"	"Helianthemum nummularium"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-15"	"Helianthemumnummularium_20041575_NRoques_14072008B.JPG"	""
"Hypericum perforatum_2 (652).JPG"	"2"	"Hypericum perforatum"	"Hortus Botanicus Amsterdam"	"Hoegen, N. (Nicole)"	"5038848"	"2010-10-13"	"Hypericum perforatum_20041517_NHoegen_20101013.JPG"	""
"Hypericum perforatum_2 (653).JPG"	"2"	"Hypericum perforatum"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Hypericumperforatum_20041517_NRoques_23072008B.JPG"	""
"Hypericum perforatum_2 (654).JPG"	"2"	"Hypericum perforatum"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5294080"	"2008-07-23"	"Hypericumperforatum_20041517_NRoques_23072008A.JPG"	""
"Hyssopus officinalis_2 (1482).JPG"	"2"	"Hyssopus officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Hyssopusofficinalis_20070115_NRoques_14072008A.JPG"	""
"Hyssopus officinalis_2 (1483).JPG"	"2"	"Hyssopus officinalis"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Hyssopusofficinalis_20070115_NRoques_14072008B.JPG"	""
"Inula helenium_1 (2089).jpg"	"1"	"Inula helenium"	""	"Havinga, R.M. (Reinout)"	"999364"	"2014-06-26"	"Inula helenium_B4338_RMH_20140626-1.JPG"	""
"Inula helenium_2 (2088).jpg"	"2"	"Inula helenium"	""	"Havinga, R.M. (Reinout)"	"999364"	"2014-06-26"	"Inula helenium_B4338_RMH_20140626-2.JPG"	""
"Inula helenium_3 (975).JPG"	"3"	"Inula helenium"	"Hortus Botanicus Amsterdam"	"Hoegen, N. (Nicole)"	"5038848"	"2010-10-13"	"Inula helenium_B4338_NHoegen_20101013.JPG"	""
"Lavandula angustifolia_2 (2093).jpg"	"2"	"Lavandula angustifolia"	""	"Havinga, R.M. (Reinout)"	"999364"	"2014-06-26"	"Lavandula angustifolia_20110019_RMH_20140626.JPG"	""
"Leonurus cardiaca_2 (810).JPG"	"2"	"Leonurus cardiaca"	"Hortus Botanicus Amsterdam"	"Roques, N. (Nicolas)"	"5038848"	""	"Leonuruscardiaca_20061075_NRoques_14072008B.JPG"	""
